point_index,coord_point_id,grid_x,grid_y,easting_m,northing_m,longitude,latitude
1661,utm50n_500m_x1038_y-8481,1038,-8481,519250.000000000058,4240750.000000000000,117.220199007816,38.314650341198
1662,utm50n_500m_x1038_y-8482,1038,-8482,519250.000000000582,4241250.000000001863,117.220212637083,38.319156514103
1663,utm50n_500m_x1038_y-8483,1038,-8483,519250.000000000407,4241749.999999999069,117.220226269393,38.323662683533
1664,utm50n_500m_x1038_y-8484,1038,-8484,519250.000000000000,4242250.000000000000,117.220239904749,38.328168849487
1665,utm50n_500m_x1038_y-8485,1038,-8485,519249.999999999709,4242750.000000000000,117.220253543149,38.332675011966
1666,utm50n_500m_x1038_y-8486,1038,-8486,519250.000000000175,4243250.000000000000,117.220267184596,38.337181170969
1667,utm50n_500m_x1038_y-8487,1038,-8487,519249.999999999709,4243750.000000000000,117.220280829090,38.341687326496
1668,utm50n_500m_x1038_y-8488,1038,-8488,519250.000000000815,4244250.000000000931,117.220294476631,38.346193478546
1669,utm50n_500m_x1038_y-8489,1038,-8489,519249.999999999476,4244750.000000000931,117.220308127220,38.350699627121
1670,utm50n_500m_x1038_y-8490,1038,-8490,519250.000000000582,4245249.999999999069,117.220321780859,38.355205772219
1671,utm50n_500m_x1038_y-8491,1038,-8491,519250.000000000000,4245750.000000001863,117.220335437547,38.359711913841
1672,utm50n_500m_x1038_y-8492,1038,-8492,519250.000000000175,4246250.000000000931,117.220349097286,38.364218051987
1673,utm50n_500m_x1038_y-8493,1038,-8493,519249.999999999418,4246750.000000000000,117.220362760076,38.368724186655
1674,utm50n_500m_x1038_y-8494,1038,-8494,519250.000000000175,4247250.000000000931,117.220376425918,38.373230317847
1675,utm50n_500m_x1038_y-8495,1038,-8495,519250.000000000466,4247750.000000000931,117.220390094813,38.377736445562
1676,utm50n_500m_x1038_y-8496,1038,-8496,519250.000000000466,4248250.000000000000,117.220403766761,38.382242569799
1677,utm50n_500m_x1038_y-8497,1038,-8497,519250.000000000524,4248750.000000000000,117.220417441764,38.386748690560
1678,utm50n_500m_x1038_y-8498,1038,-8498,519250.000000000815,4249250.000000000000,117.220431119821,38.391254807843
1679,utm50n_500m_x1038_y-8499,1038,-8499,519249.999999999127,4249750.000000000000,117.220444800934,38.395760921649
1680,utm50n_500m_x1038_y-8500,1038,-8500,519250.000000000291,4250249.999999999069,117.220458485104,38.400267031977
1681,utm50n_500m_x1038_y-8501,1038,-8501,519249.999999999825,4250750.000000001863,117.220472172331,38.404773138827
1682,utm50n_500m_x1038_y-8502,1038,-8502,519250.000000000175,4251250.000000000000,117.220485862615,38.409279242200
1683,utm50n_500m_x1038_y-8503,1038,-8503,519249.999999999127,4251750.000000000000,117.220499555958,38.413785342094
1684,utm50n_500m_x1038_y-8504,1038,-8504,519249.999999998952,4252250.000000000000,117.220513252361,38.418291438511
1685,utm50n_500m_x1038_y-8505,1038,-8505,519249.999999999709,4252750.000000000000,117.220526951823,38.422797531449
1686,utm50n_500m_x1038_y-8506,1038,-8506,519249.999999999185,4253250.000000000931,117.220540654347,38.427303620909
1687,utm50n_500m_x1038_y-8507,1038,-8507,519249.999999999709,4253750.000000000931,117.220554359932,38.431809706890
1688,utm50n_500m_x1038_y-8508,1038,-8508,519250.000000001048,4254250.000000000000,117.220568068579,38.436315789393
1689,utm50n_500m_x1038_y-8509,1038,-8509,519250.000000000990,4254750.000000000000,117.220581780289,38.440821868417
1690,utm50n_500m_x1038_y-8510,1038,-8510,519249.999999999534,4255249.999999999069,117.220595495064,38.445327943963
1691,utm50n_500m_x1038_y-8511,1038,-8511,519250.000000000873,4255750.000000000000,117.220609212902,38.449834016029
1692,utm50n_500m_x1038_y-8512,1038,-8512,519250.000000000640,4256250.000000000000,117.220622933806,38.454340084616
1693,utm50n_500m_x1038_y-8513,1038,-8513,519250.000000000698,4256750.000000000000,117.220636657776,38.458846149724
1694,utm50n_500m_x1038_y-8514,1038,-8514,519250.000000000990,4257250.000000000000,117.220650384813,38.463352211353
1695,utm50n_500m_x1038_y-8515,1038,-8515,519249.999999999127,4257750.000000000931,117.220664114917,38.467858269502
1696,utm50n_500m_x1038_y-8516,1038,-8516,519249.999999999185,4258250.000000000931,117.220677848089,38.472364324172
1697,utm50n_500m_x1038_y-8517,1038,-8517,519250.000000001048,4258750.000000000931,117.220691584330,38.476870375362
1698,utm50n_500m_x1038_y-8518,1038,-8518,519250.000000000000,4259250.000000000000,117.220705323641,38.481376423072
1699,utm50n_500m_x1038_y-8519,1038,-8519,519250.000000000116,4259749.999999999069,117.220719066023,38.485882467302
1700,utm50n_500m_x1038_y-8520,1038,-8520,519250.000000001106,4260250.000000000000,117.220732811475,38.490388508052
1701,utm50n_500m_x1038_y-8521,1038,-8521,519250.000000000466,4260749.999999999069,117.220746560000,38.494894545322
1702,utm50n_500m_x1038_y-8522,1038,-8522,519250.000000000000,4261250.000000000931,117.220760311597,38.499400579112
1703,utm50n_500m_x1038_y-8523,1038,-8523,519249.999999999360,4261750.000000000931,117.220774066268,38.503906609421
1704,utm50n_500m_x1038_y-8524,1038,-8524,519250.000000000291,4262250.000000000931,117.220787824013,38.508412636249
1705,utm50n_500m_x1038_y-8525,1038,-8525,519250.000000000175,4262750.000000000000,117.220801584832,38.512918659597
1706,utm50n_500m_x1038_y-8526,1038,-8526,519250.000000000873,4263250.000000000000,117.220815348728,38.517424679464
1707,utm50n_500m_x1038_y-8527,1038,-8527,519249.999999999709,4263749.999999999069,117.220829115699,38.521930695850
1708,utm50n_500m_x1038_y-8528,1038,-8528,519250.000000000291,4264250.000000001863,117.220842885748,38.526436708755
1709,utm50n_500m_x1038_y-8529,1038,-8529,519250.000000000175,4264750.000000000931,117.220856658875,38.530942718178
1710,utm50n_500m_x1038_y-8530,1038,-8530,519250.000000000990,4265250.000000000000,117.220870435080,38.535448724121
1711,utm50n_500m_x1038_y-8531,1038,-8531,519249.999999999884,4265749.999999999069,117.220884214365,38.539954726582
1712,utm50n_500m_x1038_y-8532,1038,-8532,519250.000000000698,4266250.000000000000,117.220897996729,38.544460725561
1713,utm50n_500m_x1038_y-8533,1038,-8533,519250.000000000640,4266749.999999999069,117.220911782175,38.548966721059
1714,utm50n_500m_x1038_y-8534,1038,-8534,519249.999999999127,4267250.000000000000,117.220925570702,38.553472713075
1715,utm50n_500m_x1038_y-8535,1038,-8535,519249.999999999709,4267750.000000000931,117.220939362312,38.557978701609
1716,utm50n_500m_x1038_y-8536,1038,-8536,519249.999999999709,4268250.000000000000,117.220953157004,38.562484686660
1717,utm50n_500m_x1038_y-8537,1038,-8537,519250.000000000466,4268750.000000000931,117.220966954781,38.566990668230
1718,utm50n_500m_x1038_y-8538,1038,-8538,519249.999999999127,4269250.000000000931,117.220980755642,38.571496646317
1719,utm50n_500m_x1038_y-8539,1038,-8539,519249.999999999360,4269750.000000000000,117.220994559588,38.576002620922
1720,utm50n_500m_x1038_y-8540,1038,-8540,519250.000000000407,4270250.000000000931,117.221008366621,38.580508592045
1721,utm50n_500m_x1038_y-8541,1038,-8541,519249.999999999127,4270750.000000000000,117.221022176740,38.585014559684
1722,utm50n_500m_x1038_y-8542,1038,-8542,519249.999999999127,4271250.000000000931,117.221035989947,38.589520523841
1723,utm50n_500m_x1038_y-8543,1038,-8543,519249.999999999709,4271750.000000000000,117.221049806242,38.594026484515
1724,utm50n_500m_x1038_y-8544,1038,-8544,519249.999999999825,4272250.000000000000,117.221063625626,38.598532441706
1725,utm50n_500m_x1038_y-8545,1038,-8545,519250.000000000873,4272749.999999999069,117.221077448100,38.603038395414
1726,utm50n_500m_x1038_y-8546,1038,-8546,519249.999999999825,4273250.000000000931,117.221091273665,38.607544345639
1727,utm50n_500m_x1038_y-8547,1038,-8547,519250.000000000000,4273750.000000000000,117.221105102321,38.612050292380
1728,utm50n_500m_x1038_y-8548,1038,-8548,519250.000000000407,4274250.000000000000,117.221118934068,38.616556235637
1729,utm50n_500m_x1038_y-8549,1038,-8549,519250.000000000116,4274750.000000000000,117.221132768909,38.621062175411
1730,utm50n_500m_x1038_y-8550,1038,-8550,519250.000000000407,4275250.000000000931,117.221146606843,38.625568111701
1731,utm50n_500m_x1038_y-8551,1038,-8551,519250.000000000000,4275750.000000000000,117.221160447872,38.630074044508
1732,utm50n_500m_x1038_y-8552,1038,-8552,519250.000000000291,4276250.000000000000,117.221174291996,38.634579973830
1733,utm50n_500m_x1038_y-8553,1038,-8553,519250.000000000058,4276749.999999999069,117.221188139215,38.639085899668
1734,utm50n_500m_x1038_y-8554,1038,-8554,519250.000000000466,4277249.999999999069,117.221201989531,38.643591822022
1735,utm50n_500m_x1039_y-8450,1039,-8450,519750.000000000291,4225250.000000000000,117.225486485714,38.174946435705
1736,utm50n_500m_x1039_y-8451,1039,-8451,519750.000000000873,4225749.999999999069,117.225500372537,38.179452714544
1737,utm50n_500m_x1039_y-8452,1039,-8452,519749.999999999593,4226250.000000000000,117.225514262459,38.183958989912
1738,utm50n_500m_x1039_y-8453,1039,-8453,519750.000000000407,4226750.000000000000,117.225528155481,38.188465261808
1739,utm50n_500m_x1039_y-8454,1039,-8454,519750.000000000466,4227250.000000000000,117.225542051605,38.192971530232
1740,utm50n_500m_x1039_y-8455,1039,-8455,519749.999999999534,4227749.999999999069,117.225555950831,38.197477795184
1741,utm50n_500m_x1039_y-8456,1039,-8456,519749.999999999360,4228250.000000000000,117.225569853160,38.201984056664
1742,utm50n_500m_x1039_y-8457,1039,-8457,519749.999999999360,4228750.000000000000,117.225583758592,38.206490314671
1743,utm50n_500m_x1039_y-8458,1039,-8458,519749.999999999127,4229249.999999999069,117.225597667129,38.210996569207
1744,utm50n_500m_x1039_y-8459,1039,-8459,519750.000000000058,4229750.000000002794,117.225611578771,38.215502820269
1745,utm50n_500m_x1039_y-8460,1039,-8460,519749.999999999709,4230250.000000000000,117.225625493518,38.220009067859
1746,utm50n_500m_x1039_y-8461,1039,-8461,519749.999999999418,4230750.000000000931,117.225639411372,38.224515311976
1747,utm50n_500m_x1039_y-8462,1039,-8462,519750.000000000990,4231249.999999999069,117.225653332334,38.229021552620
1748,utm50n_500m_x1039_y-8463,1039,-8463,519749.999999999185,4231750.000000000000,117.225667256403,38.233527789791
1749,utm50n_500m_x1039_y-8464,1039,-8464,519750.000000000175,4232249.999999999069,117.225681183581,38.238034023489
1750,utm50n_500m_x1039_y-8465,1039,-8465,519750.000000000873,4232750.000000000000,117.225695113869,38.242540253713
1751,utm50n_500m_x1039_y-8466,1039,-8466,519750.000000000815,4233250.000000000000,117.225709047267,38.247046480464
1752,utm50n_500m_x1039_y-8467,1039,-8467,519749.999999998952,4233750.000000000931,117.225722983776,38.251552703741
1753,utm50n_500m_x1039_y-8468,1039,-8468,519749.999999999127,4234250.000000000931,117.225736923397,38.256058923545
1754,utm50n_500m_x1039_y-8469,1039,-8469,519750.000000000582,4234750.000000000000,117.225750866130,38.260565139875
1755,utm50n_500m_x1039_y-8470,1039,-8470,519750.000000000175,4235250.000000000000,117.225764811976,38.265071352731
1756,utm50n_500m_x1039_y-8471,1039,-8471,519749.999999999476,4235749.999999999069,117.225778760937,38.269577562112
1757,utm50n_500m_x1039_y-8472,1039,-8472,519749.999999999709,4236250.000000000000,117.225792713012,38.274083768020
1758,utm50n_500m_x1039_y-8473,1039,-8473,519750.000000000000,4236750.000000000000,117.225806668202,38.278589970453
1759,utm50n_500m_x1039_y-8474,1039,-8474,519749.999999999534,4237250.000000000931,117.225820626509,38.283096169411
1760,utm50n_500m_x1039_y-8475,1039,-8475,519749.999999999534,4237750.000000000000,117.225834587933,38.287602364895
1761,utm50n_500m_x1039_y-8476,1039,-8476,519749.999999999127,4238250.000000000931,117.225848552475,38.292108556904
1762,utm50n_500m_x1039_y-8477,1039,-8477,519749.999999999418,4238750.000000000931,117.225862520135,38.296614745439
1763,utm50n_500m_x1039_y-8478,1039,-8478,519749.999999999534,4239250.000000000000,117.225876490914,38.301120930498
1764,utm50n_500m_x1039_y-8479,1039,-8479,519750.000000000698,4239749.999999999069,117.225890464814,38.305627112082
1765,utm50n_500m_x1039_y-8480,1039,-8480,519749.999999999593,4240250.000000000000,117.225904441834,38.310133290191
1766,utm50n_500m_x1039_y-8481,1039,-8481,519749.999999999593,4240750.000000000000,117.225918421975,38.314639464824
1767,utm50n_500m_x1039_y-8482,1039,-8482,519749.999999999593,4241250.000000000000,117.225932405239,38.319145635982
1768,utm50n_500m_x1039_y-8483,1039,-8483,519750.000000000815,4241750.000000000000,117.225946391626,38.323651803664
1769,utm50n_500m_x1039_y-8484,1039,-8484,519749.999999999709,4242250.000000000000,117.225960381136,38.328157967871
1770,utm50n_500m_x1039_y-8485,1039,-8485,519749.999999999709,4242750.000000000000,117.225974373771,38.332664128602
1771,utm50n_500m_x1039_y-8486,1039,-8486,519749.999999999534,4243250.000000000000,117.225988369532,38.337170285856
1772,utm50n_500m_x1039_y-8487,1039,-8487,519750.000000000291,4243750.000000000000,117.226002368418,38.341676439635
1773,utm50n_500m_x1039_y-8488,1039,-8488,519750.000000000698,4244250.000000000000,117.226016370431,38.346182589937
1774,utm50n_500m_x1039_y-8489,1039,-8489,519749.999999999534,4244749.999999999069,117.226030375571,38.350688736762
1775,utm50n_500m_x1039_y-8490,1039,-8490,519749.999999999884,4245250.000000000000,117.226044383840,38.355194880112
1776,utm50n_500m_x1039_y-8491,1039,-8491,519750.000000000524,4245750.000000000000,117.226058395238,38.359701019984
1777,utm50n_500m_x1039_y-8492,1039,-8492,519750.000000000058,4246250.000000000000,117.226072409765,38.364207156380
1778,utm50n_500m_x1039_y-8493,1039,-8493,519749.999999999418,4246750.000000000931,117.226086427423,38.368713289299
1779,utm50n_500m_x1039_y-8494,1039,-8494,519749.999999999418,4247250.000000000000,117.226100448213,38.373219418740
1780,utm50n_500m_x1039_y-8495,1039,-8495,519750.000000000873,4247750.000000000931,117.226114472134,38.377725544705
1781,utm50n_500m_x1039_y-8496,1039,-8496,519750.000000000175,4248249.999999999069,117.226128499188,38.382231667192
1782,utm50n_500m_x1039_y-8497,1039,-8497,519750.000000000407,4248750.000000000000,117.226142529375,38.386737786202
1783,utm50n_500m_x1039_y-8498,1039,-8498,519749.999999999884,4249250.000000000000,117.226156562697,38.391243901735
1784,utm50n_500m_x1039_y-8499,1039,-8499,519749.999999999476,4249750.000000000000,117.226170599154,38.395750013789
1785,utm50n_500m_x1039_y-8500,1039,-8500,519749.999999999884,4250249.999999999069,117.226184638747,38.400256122366
1786,utm50n_500m_x1039_y-8501,1039,-8501,519749.999999999476,4250750.000000000931,117.226198681476,38.404762227465
1787,utm50n_500m_x1039_y-8502,1039,-8502,519749.999999999010,4251250.000000000000,117.226212727343,38.409268329086
1788,utm50n_500m_x1039_y-8503,1039,-8503,519749.999999999127,4251750.000000000000,117.226226776347,38.413774427229
1789,utm50n_500m_x1039_y-8504,1039,-8504,519750.000000000407,4252250.000000000931,117.226240828491,38.418280521893
1790,utm50n_500m_x1039_y-8505,1039,-8505,519750.000000001048,4252750.000000000000,117.226254883773,38.422786613079
1791,utm50n_500m_x1039_y-8506,1039,-8506,519749.999999999709,4253250.000000000000,117.226268942197,38.427292700786
1792,utm50n_500m_x1039_y-8507,1039,-8507,519750.000000001048,4253750.000000001863,117.226283003761,38.431798785015
1793,utm50n_500m_x1039_y-8508,1039,-8508,519749.999999999185,4254250.000000000000,117.226297068467,38.436304865765
1794,utm50n_500m_x1039_y-8509,1039,-8509,519750.000000001106,4254750.000000000000,117.226311136316,38.440810943036
1795,utm50n_500m_x1039_y-8510,1039,-8510,519750.000000000640,4255250.000000000000,117.226325207308,38.445317016828
1796,utm50n_500m_x1039_y-8511,1039,-8511,519750.000000000524,4255750.000000000931,117.226339281444,38.449823087141
1797,utm50n_500m_x1039_y-8512,1039,-8512,519750.000000001048,4256249.999999999069,117.226353358726,38.454329153974
1798,utm50n_500m_x1039_y-8513,1039,-8513,519750.000000000524,4256750.000000000000,117.226367439152,38.458835217328
1799,utm50n_500m_x1039_y-8514,1039,-8514,519749.999999999185,4257250.000000000000,117.226381522726,38.463341277203
1800,utm50n_500m_x1039_y-8515,1039,-8515,519749.999999999767,4257750.000000000931,117.226395609446,38.467847333597
1801,utm50n_500m_x1039_y-8516,1039,-8516,519750.000000000175,4258250.000000000000,117.226409699314,38.472353386512
1802,utm50n_500m_x1039_y-8517,1039,-8517,519750.000000000873,4258750.000000000000,117.226423792331,38.476859435947
1803,utm50n_500m_x1039_y-8518,1039,-8518,519749.999999999884,4259250.000000000931,117.226437888497,38.481365481902
1804,utm50n_500m_x1039_y-8519,1039,-8519,519749.999999999593,4259750.000000000000,117.226451987814,38.485871524377
1805,utm50n_500m_x1039_y-8520,1039,-8520,519750.000000000175,4260250.000000000000,117.226466090281,38.490377563372
1806,utm50n_500m_x1039_y-8521,1039,-8521,519749.999999999825,4260750.000000000931,117.226480195901,38.494883598886
1807,utm50n_500m_x1039_y-8522,1039,-8522,519750.000000000815,4261250.000000000000,117.226494304672,38.499389630919
1808,utm50n_500m_x1039_y-8523,1039,-8523,519750.000000001048,4261749.999999999069,117.226508416597,38.503895659472
1809,utm50n_500m_x1039_y-8524,1039,-8524,519750.000000000698,4262250.000000000000,117.226522531676,38.508401684544
1810,utm50n_500m_x1039_y-8525,1039,-8525,519749.999999999825,4262750.000000000931,117.226536649910,38.512907706135
1811,utm50n_500m_x1039_y-8526,1039,-8526,519750.000000000815,4263250.000000000000,117.226550771299,38.517413724245
1812,utm50n_500m_x1039_y-8527,1039,-8527,519749.999999999185,4263750.000000000000,117.226564895844,38.521919738874
1813,utm50n_500m_x1039_y-8528,1039,-8528,519749.999999999476,4264250.000000000931,117.226579023547,38.526425750022
1814,utm50n_500m_x1039_y-8529,1039,-8529,519749.999999999476,4264750.000000000931,117.226593154407,38.530931757688
1815,utm50n_500m_x1039_y-8530,1039,-8530,519749.999999999185,4265250.000000000000,117.226607288426,38.535437761873
1816,utm50n_500m_x1039_y-8531,1039,-8531,519750.000000000698,4265750.000000000931,117.226621425604,38.539943762576
1817,utm50n_500m_x1039_y-8532,1039,-8532,519749.999999999593,4266250.000000000000,117.226635565942,38.544449759797
1818,utm50n_500m_x1039_y-8533,1039,-8533,519750.000000000175,4266749.999999999069,117.226649709442,38.548955753536
1819,utm50n_500m_x1039_y-8534,1039,-8534,519750.000000000116,4267250.000000000000,117.226663856102,38.553461743794
1820,utm50n_500m_x1039_y-8535,1039,-8535,519749.999999999302,4267750.000000000931,117.226678005926,38.557967730569
1821,utm50n_500m_x1039_y-8536,1039,-8536,519749.999999999767,4268250.000000000000,117.226692158912,38.562473713862
1822,utm50n_500m_x1039_y-8537,1039,-8537,519749.999999999127,4268750.000000000000,117.226706315062,38.566979693672
1823,utm50n_500m_x1039_y-8538,1039,-8538,519749.999999999418,4269250.000000000000,117.226720474377,38.571485670000
1824,utm50n_500m_x1039_y-8539,1039,-8539,519750.000000000407,4269750.000000000000,117.226734636858,38.575991642845
1825,utm50n_500m_x1039_y-8540,1039,-8540,519749.999999999476,4270250.000000000931,117.226748802505,38.580497612208
1826,utm50n_500m_x1039_y-8541,1039,-8541,519750.000000000873,4270750.000000000000,117.226762971318,38.585003578087
1827,utm50n_500m_x1039_y-8542,1039,-8542,519750.000000000000,4271250.000000000000,117.226777143300,38.589509540484
1828,utm50n_500m_x1039_y-8543,1039,-8543,519750.000000000815,4271750.000000001863,117.226791318450,38.594015499397
1829,utm50n_500m_x1039_y-8544,1039,-8544,519750.000000000698,4272250.000000000931,117.226805496769,38.598521454828
1830,utm50n_500m_x1039_y-8545,1039,-8545,519749.999999999418,4272750.000000000000,117.226819678258,38.603027406775
1831,utm50n_500m_x1039_y-8546,1039,-8546,519750.000000000873,4273250.000000000931,117.226833862918,38.607533355238
1832,utm50n_500m_x1039_y-8547,1039,-8547,519750.000000000291,4273750.000000000931,117.226848050750,38.612039300218
1833,utm50n_500m_x1039_y-8548,1039,-8548,519749.999999999360,4274250.000000000000,117.226862241754,38.616545241714
1834,utm50n_500m_x1039_y-8549,1039,-8549,519750.000000000000,4274750.000000000931,117.226876435931,38.621051179726
1835,utm50n_500m_x1039_y-8550,1039,-8550,519749.999999999185,4275250.000000000000,117.226890633283,38.625557114254
1836,utm50n_500m_x1039_y-8551,1039,-8551,519750.000000001048,4275749.999999999069,117.226904833808,38.630063045298
1837,utm50n_500m_x1039_y-8552,1039,-8552,519750.000000000582,4276250.000000000000,117.226919037510,38.634568972857
1838,utm50n_500m_x1039_y-8553,1039,-8553,519749.999999999418,4276750.000000000000,117.226933244387,38.639074896933
1839,utm50n_500m_x1040_y-8450,1040,-8450,520249.999999999010,4225249.999999999069,117.231194961972,38.174935335906
1840,utm50n_500m_x1040_y-8451,1040,-8451,520250.000000000291,4225750.000000000000,117.231209200349,38.179441612960
1841,utm50n_500m_x1040_y-8452,1040,-8452,520249.999999999418,4226250.000000000000,117.231223441905,38.183947886542
1842,utm50n_500m_x1040_y-8453,1040,-8453,520250.000000000873,4226750.000000000000,117.231237686639,38.188454156653
1843,utm50n_500m_x1040_y-8454,1040,-8454,520250.000000000466,4227250.000000000000,117.231251934554,38.192960423291
1844,utm50n_500m_x1040_y-8455,1040,-8455,520250.000000000524,4227750.000000000931,117.231266185649,38.197466686456
1845,utm50n_500m_x1040_y-8456,1040,-8456,520249.999999998952,4228250.000000000931,117.231280439925,38.201972946150
1846,utm50n_500m_x1040_y-8457,1040,-8457,520250.000000000175,4228750.000000000000,117.231294697384,38.206479202370
1847,utm50n_500m_x1040_y-8458,1040,-8458,520250.000000000000,4229250.000000000000,117.231308958025,38.210985455118
1848,utm50n_500m_x1040_y-8459,1040,-8459,520250.000000000407,4229750.000000001863,117.231323221850,38.215491704394
1849,utm50n_500m_x1040_y-8460,1040,-8460,520249.999999999302,4230250.000000000000,117.231337488860,38.219997950196
1850,utm50n_500m_x1040_y-8461,1040,-8461,520249.999999998952,4230750.000000000931,117.231351759054,38.224504192526
1851,utm50n_500m_x1040_y-8462,1040,-8462,520249.999999999302,4231249.999999999069,117.231366032435,38.229010431382
1852,utm50n_500m_x1040_y-8463,1040,-8463,520250.000000000175,4231749.999999999069,117.231380309002,38.233516666765
1853,utm50n_500m_x1040_y-8464,1040,-8464,520249.999999999418,4232250.000000000000,117.231394588757,38.238022898674
1854,utm50n_500m_x1040_y-8465,1040,-8465,520249.999999998952,4232750.000000000000,117.231408871700,38.242529127110
1855,utm50n_500m_x1040_y-8466,1040,-8466,520250.000000001048,4233250.000000000931,117.231423157832,38.247035352072
1856,utm50n_500m_x1040_y-8467,1040,-8467,520250.000000000873,4233750.000000000931,117.231437447153,38.251541573561
1857,utm50n_500m_x1040_y-8468,1040,-8468,520250.000000000815,4234250.000000000000,117.231451739666,38.256047791575
1858,utm50n_500m_x1040_y-8469,1040,-8469,520250.000000000175,4234750.000000000000,117.231466035369,38.260554006116
1859,utm50n_500m_x1040_y-8470,1040,-8470,520249.999999999185,4235249.999999999069,117.231480334265,38.265060217182
1860,utm50n_500m_x1040_y-8471,1040,-8471,520249.999999999476,4235749.999999999069,117.231494636353,38.269566424774
1861,utm50n_500m_x1040_y-8472,1040,-8472,520250.000000000873,4236250.000000000931,117.231508941635,38.274072628891
1862,utm50n_500m_x1040_y-8473,1040,-8473,520250.000000000990,4236750.000000000931,117.231523250112,38.278578829534
1863,utm50n_500m_x1040_y-8474,1040,-8474,520249.999999999360,4237250.000000000000,117.231537561783,38.283085026702
1864,utm50n_500m_x1040_y-8475,1040,-8475,520250.000000000000,4237750.000000000000,117.231551876651,38.287591220395
1865,utm50n_500m_x1040_y-8476,1040,-8476,520250.000000000407,4238250.000000000000,117.231566194715,38.292097410613
1866,utm50n_500m_x1040_y-8477,1040,-8477,520250.000000000116,4238750.000000000931,117.231580515976,38.296603597357
1867,utm50n_500m_x1040_y-8478,1040,-8478,520250.000000000990,4239250.000000000931,117.231594840436,38.301109780624
1868,utm50n_500m_x1040_y-8479,1040,-8479,520250.000000000407,4239750.000000000000,117.231609168095,38.305615960417
1869,utm50n_500m_x1040_y-8480,1040,-8480,520249.999999999884,4240250.000000000000,117.231623498953,38.310122136734
1870,utm50n_500m_x1040_y-8481,1040,-8481,520249.999999999127,4240750.000000000931,117.231637833012,38.314628309576
1871,utm50n_500m_x1040_y-8482,1040,-8482,520249.999999999709,4241250.000000000000,117.231652170272,38.319134478941
1872,utm50n_500m_x1040_y-8483,1040,-8483,520249.999999998952,4241749.999999999069,117.231666510735,38.323640644831
1873,utm50n_500m_x1040_y-8484,1040,-8484,520250.000000000640,4242250.000000000000,117.231680854400,38.328146807245
1874,utm50n_500m_x1040_y-8485,1040,-8485,520249.999999999767,4242750.000000000000,117.231695201268,38.332652966183
1875,utm50n_500m_x1040_y-8486,1040,-8486,520250.000000000175,4243250.000000000000,117.231709551341,38.337159121644
1876,utm50n_500m_x1040_y-8487,1040,-8487,520249.999999999010,4243750.000000000000,117.231723904619,38.341665273629
1877,utm50n_500m_x1040_y-8488,1040,-8488,520250.000000000000,4244250.000000000000,117.231738261104,38.346171422138
1878,utm50n_500m_x1040_y-8489,1040,-8489,520250.000000000175,4244749.999999999069,117.231752620794,38.350677567170
1879,utm50n_500m_x1040_y-8490,1040,-8490,520249.999999998952,4245249.999999999069,117.231766983692,38.355183708725
1880,utm50n_500m_x1040_y-8491,1040,-8491,520250.000000000000,4245750.000000000000,117.231781349799,38.359689846804
1881,utm50n_500m_x1040_y-8492,1040,-8492,520250.000000000116,4246250.000000000000,117.231795719114,38.364195981405
1882,utm50n_500m_x1040_y-8493,1040,-8493,520250.000000000990,4246749.999999999069,117.231810091639,38.368702112529
1883,utm50n_500m_x1040_y-8494,1040,-8494,520249.999999999418,4247250.000000000931,117.231824467375,38.373208240176
1884,utm50n_500m_x1040_y-8495,1040,-8495,520249.999999999127,4247749.999999999069,117.231838846322,38.377714364346
1885,utm50n_500m_x1040_y-8496,1040,-8496,520249.999999999185,4248250.000000000931,117.231853228481,38.382220485038
1886,utm50n_500m_x1040_y-8497,1040,-8497,520250.000000000873,4248750.000000000000,117.231867613853,38.386726602252
1887,utm50n_500m_x1040_y-8498,1040,-8498,520249.999999998952,4249249.999999999069,117.231882002438,38.391232715989
1888,utm50n_500m_x1040_y-8499,1040,-8499,520249.999999999010,4249750.000000000000,117.231896394238,38.395738826247
1889,utm50n_500m_x1040_y-8500,1040,-8500,520250.000000000175,4250250.000000000000,117.231910789253,38.400244933028
1890,utm50n_500m_x1040_y-8501,1040,-8501,520249.999999999185,4250750.000000000000,117.231925187484,38.404751036331
1891,utm50n_500m_x1040_y-8502,1040,-8502,520249.999999999593,4251250.000000000931,117.231939588932,38.409257136155
1892,utm50n_500m_x1040_y-8503,1040,-8503,520250.000000000175,4251750.000000000931,117.231953993597,38.413763232501
1893,utm50n_500m_x1040_y-8504,1040,-8504,520250.000000000000,4252250.000000000000,117.231968401481,38.418269325368
1894,utm50n_500m_x1040_y-8505,1040,-8505,520250.000000000116,4252750.000000000931,117.231982812583,38.422775414757
1895,utm50n_500m_x1040_y-8506,1040,-8506,520249.999999999418,4253250.000000000000,117.231997226905,38.427281500667
1896,utm50n_500m_x1040_y-8507,1040,-8507,520249.999999999127,4253750.000000000931,117.232011644448,38.431787583098
1897,utm50n_500m_x1040_y-8508,1040,-8508,520250.000000000116,4254250.000000000000,117.232026065213,38.436293662050
1898,utm50n_500m_x1040_y-8509,1040,-8509,520249.999999999127,4254750.000000000931,117.232040489199,38.440799737523
1899,utm50n_500m_x1040_y-8510,1040,-8510,520249.999999999185,4255249.999999999069,117.232054916409,38.445305809516
1900,utm50n_500m_x1040_y-8511,1040,-8511,520249.999999999360,4255749.999999999069,117.232069346842,38.449811878030
