coord_point_id,grid_x,grid_y,easting_m,northing_m,longitude,latitude,worldcover_tree_fraction,worldcover_shrubland_fraction,worldcover_grassland_fraction,worldcover_cropland_fraction,worldcover_built_fraction,worldcover_bare_fraction,worldcover_snow_ice_fraction,worldcover_water_fraction,worldcover_wetland_fraction,worldcover_mangrove_fraction,worldcover_moss_lichen_fraction,worldcover_support_fraction,worldcover_dominant_class,worldcover_dominant_fraction,point_class
utm50n_500m_x1047_y-8486,1047,-8486,523749.99999999953,4243250.0,117.27175772983384,38.33707315742271,0.0,0.0,0.5401234567901235,0.4598765432098766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,grassland,0.5401234567901235,other_vegetation
utm50n_500m_x1047_y-8487,1047,-8487,523749.9999999989,4243750.0,117.27177456383264,38.34157929559949,0.0,0.0,0.1494607087827426,0.8505392912172571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,0.8505392912172571,cropland
utm50n_500m_x1047_y-8488,1047,-8488,523750.000000001,4244250.000000001,117.27179140159146,38.34608543029809,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8489,1047,-8489,523750.0,4244750.0,117.2718082431111,38.35059156151835,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8490,1047,-8490,523749.9999999992,4245250.000000001,117.27182508839252,38.35509768926019,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8491,1047,-8491,523749.9999999997,4245750.0,117.27184193743663,38.35960381352343,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8492,1047,-8492,523749.9999999998,4246250.0,117.27185879024437,38.36410993430799,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8493,1047,-8493,523750.0000000007,4246749.999999999,117.27187564681655,38.3686160516137,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8494,1047,-8494,523750.0000000009,4247250.0,117.2718925071542,38.373122165440485,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8495,1047,-8495,523749.99999999895,4247750.0,117.27190937125808,38.377628275788176,0.0,0.0,0.4380292532717475,0.5619707467282524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,0.5619707467282524,cropland
utm50n_500m_x1047_y-8496,1047,-8496,523750.0000000002,4248250.0,117.27192623912924,38.382134382656666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8497,1047,-8497,523750.000000001,4248750.0,117.2719431107685,38.38664048604581,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8498,1047,-8498,523749.9999999997,4249250.0,117.27195998617675,38.39114658595551,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8499,1047,-8499,523749.9999999994,4249750.0,117.271976865355,38.39565268238562,0.0,0.0,0.8745188606620476,0.1254811393379522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,grassland,0.8745188606620476,other_vegetation
utm50n_500m_x1047_y-8500,1047,-8500,523750.0000000007,4250249.999999999,117.27199374830408,38.400158775336,0.0,0.0238828967642526,0.0,0.9761171032357474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,0.9761171032357474,cropland
utm50n_500m_x1047_y-8501,1047,-8501,523749.99999999977,4250750.0,117.27201063502493,38.40466486480656,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8502,1047,-8502,523749.99999999953,4251249.999999999,117.2720275255184,38.40917095079713,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8503,1047,-8503,523750.0000000005,4251750.0,117.27204441978547,38.41367703330764,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8504,1047,-8504,523749.9999999989,4252249.999999999,117.27206131782702,38.4181831123379,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8505,1047,-8505,523749.9999999997,4252750.000000002,117.27207821964396,38.42268918788785,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8506,1047,-8506,523750.000000001,4253250.000000001,117.27209512523724,38.4271952599573,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8507,1047,-8507,523749.999999999,4253750.000000001,117.27211203460767,38.43170132854616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8508,1047,-8508,523750.0000000009,4254250.0,117.27212894775629,38.436207393654286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8509,1047,-8509,523750.0000000002,4254750.000000001,117.2721458646839,38.44071345528159,0.0,0.0,0.6728252501924558,0.0,0.0,0.3271747498075442,0.0,0.0,0.0,0.0,0.0,1.0,grassland,0.6728252501924558,other_vegetation
utm50n_500m_x1047_y-8510,1047,-8510,523749.99999999977,4255250.000000001,117.27216278539149,38.4452195134279,0.0,0.0,0.083975346687211,0.9160246533127888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,0.9160246533127888,cropland
utm50n_500m_x1047_y-8511,1047,-8511,523749.9999999998,4255750.0,117.27217970987992,38.44972556809311,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8512,1047,-8512,523750.0000000008,4256250.000000002,117.27219663815012,38.45423161927712,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8513,1047,-8513,523750.0000000006,4256750.0,117.272213570203,38.458737666979744,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,built,1.0,built
utm50n_500m_x1047_y-8514,1047,-8514,523749.9999999997,4257250.0,117.27223050603948,38.46324371120091,0.0,0.0,0.6584615384615384,0.0,0.1338461538461538,0.2076923076923077,0.0,0.0,0.0,0.0,0.0,1.0,grassland,0.6584615384615384,other_vegetation
utm50n_500m_x1047_y-8515,1047,-8515,523750.0000000004,4257750.0,117.27224744566048,38.46774975194048,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8516,1047,-8516,523750.0000000009,4258250.0,117.2722643890669,38.47225578919832,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8517,1047,-8517,523749.99999999895,4258750.000000002,117.27228133625964,38.476761822974325,0.0,0.0338983050847457,0.9167950693374418,0.0277349768875192,0.0215716486902927,0.0,0.0,0.0,0.0,0.0,0.0,1.0,grassland,0.9167950693374418,other_vegetation
utm50n_500m_x1047_y-8518,1047,-8518,523749.9999999993,4259250.0,117.27229828723964,38.48126785326832,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8519,1047,-8519,523749.9999999998,4259750.0,117.27231524200782,38.48577388008023,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,built,1.0,built
utm50n_500m_x1047_y-8520,1047,-8520,523750.00000000064,4260250.0,117.27233220056507,38.49027990340992,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,built,1.0,built
utm50n_500m_x1047_y-8521,1047,-8521,523749.99999999953,4260750.0,117.27234916291232,38.49478592325725,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8522,1047,-8522,523750.0000000011,4261250.0,117.2723661290505,38.49929193962212,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8523,1047,-8523,523750.0000000008,4261750.0,117.27238309898048,38.50379795250438,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8524,1047,-8524,523750.0000000009,4262250.0,117.2724000727032,38.50830396190391,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8525,1047,-8525,523749.9999999992,4262750.0,117.2724170502196,38.51280996782061,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8526,1047,-8526,523750.0,4263250.0,117.27243403153057,38.51731597025432,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,built,1.0,built
utm50n_500m_x1047_y-8527,1047,-8527,523750.0000000009,4263750.0,117.27245101663704,38.52182196920494,0.0,0.0,0.0,0.9761721752498076,0.0238278247501921,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,0.9761721752498076,cropland
utm50n_500m_x1047_y-8528,1047,-8528,523749.99999999977,4264250.0,117.27246800553988,38.52632796467236,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8529,1047,-8529,523750.0000000007,4264750.000000001,117.2724849982401,38.53083395665642,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8530,1047,-8530,523749.9999999991,4265250.0,117.27250199473852,38.535339945157,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,grassland,1.0,other_vegetation
utm50n_500m_x1047_y-8531,1047,-8531,523749.9999999992,4265750.0,117.27251899503614,38.539845930174,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8532,1047,-8532,523750.0000000009,4266250.0,117.27253599913384,38.54435191170728,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8533,1047,-8533,523749.9999999993,4266750.000000001,117.27255300703254,38.548857889756725,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8534,1047,-8534,523750.0000000008,4267249.999999999,117.27257001873318,38.55336386432218,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1047_y-8535,1047,-8535,523750.0000000007,4267750.0,117.27258703423664,38.55786983540359,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8449,1048,-8449,524250.0000000004,4224750.0,117.27684560407042,38.17033028333632,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8450,1048,-8450,524249.9999999989,4225250.0,117.27686265105318,38.1748365479735,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,built,1.0,built
utm50n_500m_x1048_y-8451,1048,-8451,524250.0000000006,4225750.000000001,117.27687970184115,38.179342809137005,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,built,1.0,built
utm50n_500m_x1048_y-8452,1048,-8452,524249.9999999991,4226249.999999998,117.2768967564352,38.18384906682668,0.0,0.1901197604790419,0.029940119760479,0.779940119760479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,0.779940119760479,cropland
utm50n_500m_x1048_y-8453,1048,-8453,524249.9999999991,4226750.000000001,117.27691381483623,38.18835532104246,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8454,1048,-8454,524249.999999999,4227250.000000002,117.27693087704522,38.19286157178416,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8455,1048,-8455,524249.99999999895,4227750.0,117.276947943063,38.19736781905164,0.0,0.0232018561484918,0.7904098994586234,0.1863882443928847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,grassland,0.7904098994586234,other_vegetation
utm50n_500m_x1048_y-8456,1048,-8456,524249.9999999992,4228250.000000001,117.27696501289056,38.20187406284482,0.0,0.0,0.3632148377125193,0.6367851622874807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,0.6367851622874807,cropland
utm50n_500m_x1048_y-8457,1048,-8457,524250.00000000006,4228750.0,117.27698208652876,38.20638030316352,0.0,0.0169884169884169,0.0,0.9830115830115832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,0.9830115830115832,cropland
utm50n_500m_x1048_y-8458,1048,-8458,524249.9999999996,4229250.000000002,117.2769991639785,38.210886540007664,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8459,1048,-8459,524250.0000000001,4229750.0,117.27701624524076,38.215392773377054,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8460,1048,-8460,524249.9999999997,4230249.999999999,117.2770333303164,38.21989900327159,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8461,1048,-8461,524250.0000000005,4230750.000000001,117.27705041920636,38.22440522969119,0.0,0.0,0.0734157650695517,0.9265842349304482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,0.9265842349304482,cropland
utm50n_500m_x1048_y-8462,1048,-8462,524250.0000000007,4231249.999999999,117.27706751191153,38.22891145263564,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8463,1048,-8463,524250.0000000001,4231749.999999999,117.27708460843282,38.23341767210487,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8464,1048,-8464,524249.999999999,4232250.000000001,117.27710170877116,38.23792388809876,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8465,1048,-8465,524249.9999999995,4232750.000000001,117.2771188129275,38.24243010061713,0.0,0.0,0.4344978165938864,0.0,0.0,0.467976710334789,0.0,0.0975254730713246,0.0,0.0,0.0,1.0,bare,0.467976710334789,bare
utm50n_500m_x1048_y-8466,1048,-8466,524249.99999999936,4233250.000000001,117.27713592090272,38.24693630965987,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8467,1048,-8467,524250.0000000009,4233750.000000001,117.27715303269775,38.251442515226856,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8468,1048,-8468,524249.99999999953,4234250.0,117.27717014831347,38.25594871731796,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8469,1048,-8469,524249.9999999996,4234750.000000001,117.27718726775085,38.26045491593306,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8470,1048,-8470,524250.000000001,4235250.0,117.2772043910108,38.26496111107199,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8471,1048,-8471,524249.9999999992,4235749.999999999,117.27722151809418,38.269467302734654,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8472,1048,-8472,524250.0000000006,4236250.0,117.277238649002,38.27397349092094,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,built,1.0,built
utm50n_500m_x1048_y-8473,1048,-8473,524250.0000000006,4236750.0,117.27725578373509,38.27847967563068,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,built,1.0,built
utm50n_500m_x1048_y-8474,1048,-8474,524249.99999999895,4237250.0,117.2772729222944,38.28298585686376,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8475,1048,-8475,524249.9999999999,4237750.000000001,117.27729006468086,38.28749203462007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8476,1048,-8476,524250.0000000008,4238250.0,117.2773072108954,38.29199820889944,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8477,1048,-8477,524249.9999999992,4238750.000000002,117.27732436093888,38.29650437970179,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8478,1048,-8478,524249.9999999992,4239250.0,117.27734151481232,38.30101054702693,0.0,0.0,0.4371626831148805,0.0,0.5628373168851195,0.0,0.0,0.0,0.0,0.0,0.0,1.0,built,0.5628373168851195,built
utm50n_500m_x1048_y-8479,1048,-8479,524250.0000000005,4239750.0,117.27735867251656,38.30551671087479,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8480,1048,-8480,524250.0000000003,4240250.0,117.27737583405256,38.31002287124522,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8481,1048,-8481,524250.00000000047,4240750.000000001,117.27739299942122,38.3145290281381,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8482,1048,-8482,524250.0000000006,4241250.000000001,117.27741016862346,38.31903518155329,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8483,1048,-8483,524250.00000000006,4241749.999999999,117.2774273416602,38.323541331490645,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8484,1048,-8484,524250.00000000064,4242250.000000001,117.2774445185324,38.328047477950086,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8485,1048,-8485,524249.9999999996,4242750.0,117.27746169924092,38.33255362093144,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8486,1048,-8486,524250.0000000007,4243250.0,117.27747888378674,38.3370597604346,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8487,1048,-8487,524249.99999999895,4243750.0,117.27749607217072,38.34156589645944,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8488,1048,-8488,524250.0000000004,4244250.000000001,117.27751326439387,38.34607202900583,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8489,1048,-8489,524250.0,4244750.0,117.27753046045706,38.35057815807362,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8490,1048,-8490,524249.999999999,4245250.000000001,117.2775476603612,38.355084283662734,0.0,0.0,0.0192604006163328,0.0,0.0,0.9807395993836672,0.0,0.0,0.0,0.0,0.0,1.0,bare,0.9807395993836672,bare
utm50n_500m_x1048_y-8491,1048,-8491,524249.9999999991,4245749.999999999,117.27756486410723,38.35959040577296,0.0,0.0,0.7725520431765612,0.2274479568234387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,grassland,0.7725520431765612,other_vegetation
utm50n_500m_x1048_y-8492,1048,-8492,524249.9999999996,4246250.0,117.2775820716961,38.36409652440428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,built,1.0,built
utm50n_500m_x1048_y-8493,1048,-8493,524249.9999999997,4246750.0,117.27759928312872,38.36860263955648,0.0,0.0,0.8266563944530045,0.1733436055469953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,grassland,0.8266563944530045,other_vegetation
utm50n_500m_x1048_y-8494,1048,-8494,524250.0000000006,4247250.0,117.277616498406,38.37310875122947,0.0,0.0,0.9021571648690292,0.0978428351309707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,grassland,0.9021571648690292,other_vegetation
utm50n_500m_x1048_y-8495,1048,-8495,524249.9999999994,4247750.000000001,117.27763371752884,38.377614859423126,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8496,1048,-8496,524249.9999999997,4248250.0,117.27765094049823,38.3821209641373,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8497,1048,-8497,524250.00000000047,4248750.0,117.27766816731508,38.38662706537188,0.0,0.0,0.7990762124711317,0.2009237875288684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,grassland,0.7990762124711317,other_vegetation
utm50n_500m_x1048_y-8498,1048,-8498,524250.0000000009,4249249.999999999,117.2776853979803,38.39113316312672,0.0,0.0733024691358024,0.7368827160493826,0.1898148148148147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,grassland,0.7368827160493826,other_vegetation
utm50n_500m_x1048_y-8499,1048,-8499,524250.0,4249750.0,117.2777026324948,38.39563925740173,0.0,0.0,0.1966075558982266,0.8033924441017731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,0.8033924441017731,cropland
utm50n_500m_x1048_y-8500,1048,-8500,524249.999999999,4250250.0,117.27771987085951,38.40014534819676,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,grassland,1.0,other_vegetation
utm50n_500m_x1048_y-8501,1048,-8501,524249.9999999991,4250750.0,117.27773711307545,38.40465143551169,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8502,1048,-8502,524249.9999999992,4251250.000000001,117.2777543591434,38.40915751934639,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8503,1048,-8503,524250.00000000047,4251750.0,117.27777160906442,38.41366359970072,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8504,1048,-8504,524249.9999999997,4252250.000000001,117.27778886283932,38.41816967657458,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8505,1048,-8505,524250.0,4252750.0,117.27780612046914,38.42267574996781,0.0,0.0,0.3921417565485362,0.6078582434514639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,0.6078582434514639,cropland
utm50n_500m_x1048_y-8506,1048,-8506,524250.0000000002,4253250.0,117.27782338195476,38.42718181988032,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8507,1048,-8507,524249.99999999936,4253750.000000001,117.27784064729708,38.43168788631198,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8508,1048,-8508,524250.0000000005,4254250.0,117.27785791649708,38.43619394926262,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8509,1048,-8509,524250.0000000002,4254750.000000001,117.27787518955564,38.44070000873218,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
utm50n_500m_x1048_y-8510,1048,-8510,524249.9999999994,4255250.0,117.27789246647372,38.44520606472049,0.0,0.0,0.0,0.0,0.0,0.0469591993841416,0.0,0.9530408006158584,0.0,0.0,0.0,1.0,water,0.9530408006158584,water_or_wetland
utm50n_500m_x1048_y-8511,1048,-8511,524249.99999999895,4255750.0,117.27790974725228,38.44971211722743,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,built,1.0,built
utm50n_500m_x1048_y-8512,1048,-8512,524249.9999999998,4256250.0,117.27792703189222,38.454218166252886,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,built,1.0,built
utm50n_500m_x1048_y-8513,1048,-8513,524250.0000000006,4256750.0,117.27794432039448,38.45872421179673,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,built,1.0,built
utm50n_500m_x1048_y-8514,1048,-8514,524249.9999999998,4257250.0,117.27796161275997,38.463230253858825,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,cropland,1.0,cropland
